id_venta;fecha;id_cliente;id_producto;id_tienda;id_promocion;cantidad;precio_unitario;descuento
18093;2024-07-14;4939;194;5;23.0;2;48.05;14.41
5035;2024-02-17;4633;207;4;14.0;1;88.49;8.85
48973;29 de julio de 2025;2505;195;9;;2;268.16;0.0
45503;2025-06-28;3046;405;10;31.0;1;155.08;46.52
41085;19 de abril de 2025;1887;473;7;;1;26.43;0.0
59917;2025-12-30;4101;98;11;;1;18.26;0.0
28137;04/11/2024;3626;116;12;;2;74.1;0.0
53702;2025-10-16;752;246;12;25.0;1;7.69;1.92
10573;2024-04-29;1128;383;1;;1;65.9;0.0
22713;24/08/2024;3129;393;1;;1;43.88;0.0
19682;24/07/2024;3426;498;4;;2;57.24;0.0
36630;2025-01-25;3070;268;3;;1;20.73;0.0
23569;04/09/2024;4302;209;4;9.0;2;313.02;187.81
33916;2024-12-25;3517;131;12;;1;9.55;0.0
53838;17/10/2025;916;43;4;8.0;1;13.92;0.7
45547;2025-06-29;539;70;4;31.0;1;18.98;5.69
53535;2025-10-12;3934;197;8;25.0;1;46.36;11.59
38668;2025-03-03;2148;70;14;22.0;2;17.56;7.02
47573;17/07/2025;1271;23;10;;1;26.4;0.0
31932;11/12/2024;1749;49;1;;2;11.44;0.0
30920;04/12/2024;1423;429;2;28.0;1;23.64;7.09
28408;2024-11-07;1876;407;7;;1;23.35;0.0
17713;11/07/2024;1430;320;9;;1;53.86;0.0
48384;24/07/2025;1590;131;8;;1;9.91;0.0
37981;18/02/2025;4514;226;1;10.0;2;7.83;0.78
26610;15/10/2024;2787;416;8;;1;50.95;0.0
15453;2024-06-23;1283;35;1;;1;14.18;0.0
56677;2025-11-30;2289;312;2;;1;20.97;0.0
12913;2024-05-26;4758;273;5;;2;12.55;0.0
42660;17/05/2025;2076;483;6;3.0;2;14.78;8.87
15055;19/06/2024;3345;345;14;;3;31.53;0.0
30714;03/12/2024;4045;389;11;28.0;1;93.19;27.96
22854;2024-08-26;4300;231;2;;1;24.55;0.0
25354;28 de septiembre de 2024;1146;330;3;9.0;1;23.02;
56552;29/11/2025;1658;120;13;26.0;1;5.32;1.6
51684;09/09/2025;1739;304;7;21.0;1;123.29;18.49
48197;2025-07-22;3502;30;14;;1;8.25;0.0
12355;2024-05-20;1300;78;7;19.0;1;20.76;5.19
34483;2024-12-29;2532;9;10;15.0;1;36.17;1.81
33071;2024-12-19;172;310;5;15.0;2;7.42;0.74
10241;2024-04-24;2727;176;1;;2;59.05;0.0
13152;29/05/2024;2701;87;11;;1;60.38;0.0
45166;2025-06-23;4088;416;12;;1;48.16;0.0
34115;2024-12-27;867;420;8;;2;7.89;0.0
55478;12/11/2025;4211;103;8;;1;12.3;0.0
32366;14 de diciembre de 2024;4181;296;6;;1;35.02;0.0
25956;06/10/2024;3773;89;12;;1;48.91;0.0
47473;16/07/2025;121;197;14;;2;46.39;0.0
14760;16/06/2024;3711;359;7;;3;9.88;0.0
24130;11/09/2024;4842;469;2;6.0;1;26.68;6.67
36166;2025-01-19;599;487;7;32.0;3;75.63;11.34
26986;19/10/2024;4706;437;7;;1;50.09;
1968;2024-01-18;1335;70;14;;1;17.07;0.0
41192;21/04/2025;625;78;15;;1;20.43;0.0
25301;27/09/2024;1422;307;5;9.0;1;234.95;70.48
47330;2025-07-15;169;78;4;;1;20.42;0.0
1794;2024-01-16;1335;279;12;;2;233.16;0.0
19754;2024-07-25;26;473;1;34.0;1;24.68;3.7
56044;21/11/2025;4033;131;7;26.0;2;9.74;5.84
25647;2024-10-02;3810;376;2;1.0;2;15.24;
51137;30/08/2025;1764;411;4;4.0;1;75.96;11.39
45923;2025-07-03;3507;489;3;;1;216.93;0.0
24082;2024-09-10;3122;469;2;;1;26.15;0.0
38964;08/03/2025;2738;299;3;22.0;1;22.31;4.46
21036;04/08/2024;4925;151;14;;1;26.05;0.0
16810;2024-07-05;599;176;4;;1;56.53;0.0
32184;2024-12-13;1723;44;13;40.0;1;12.15;3.65
14355;11/06/2024;4267;311;8;;1;42.0;0.0
44163;2025-06-09;1590;30;12;;2;8.12;
34175;27 de diciembre de 2024;2296;304;13;27.0;1;127.26;38.18
6986;11/03/2024;3633;225;14;;1;33.41;0.0
48451;25/07/2025;2443;228;13;;1;75.26;0.0
57633;09/12/2025;2887;103;15;;1;11.64;0.0
57368;2025-12-06;686;170;5;26.0;2;20.97;12.58
30758;03/12/2024;487;246;10;28.0;1;7.77;2.33
31540;2024-12-08;3109;131;12;40.0;2;10.26;6.16
43780;03/06/2025;4742;225;10;;3;35.87;0.0
7340;2024-03-16;1880;348;7;;1;39.4;0.0
4564;2024-02-11;603;239;13;29.0;1;10.62;
9655;2024-04-14;3582;103;6;12.0;2;12.05;4.82
56003;2025-11-20;873;29;4;;1;19.66;0.0
38798;5 de marzo de 2025;4137;320;7;22.0;2;54.19;21.68
26292;10/10/2024;1161;151;10;;1;25.95;0.0
58234;15/12/2025;1570;101;12;;3;103.04;0.0
49967;2025-08-13;2240;239;15;;1;10.17;
49957;12/08/2025;3750;282;10;17.0;1;21.64;5.41
23752;2024-09-07;4738;302;9;;1;29.18;0.0
8962;03/04/2024;2131;262;9;;1;121.79;0.0
1031;2024-01-10;1283;116;14;;1;73.78;0.0
30415;01/12/2024;2281;45;3;;1;84.97;0.0
18529;2024-07-17;3399;176;11;;1;60.17;0.0
55375;11/11/2025;2548;498;10;39.0;2;57.23;5.72
37909;2025-02-17;3402;43;11;10.0;1;13.11;0.66
9392;2024-04-10;3060;1532;10;;1;144.74;0.0
16731;04/07/2024;4311;355;3;;2;8.86;0.0
29707;2024-11-22;2700;307;1;28.0;1;243.04;72.91
11437;09/05/2024;1985;12;12;20.0;1;64.17;6.42
3419;30/01/2024;1656;152;4;;1;47.13;0.0
21028;04/08/2024;1414;377;10;;1;154.14;0.0
27986;2024-11-02;3120;225;11;18.0;2;35.46;17.73
34716;2024-12-31;4438;298;9;;3;80.96;0.0
49225;2025-08-02;4228;471;11;;2;35.08;0.0
39672;2025-03-21;1105;309;3;36.0;1;2.94;
34407;2024-12-29;4321;314;4;15.0;2;356.07;35.61
14287;10/06/2024;322;122;15;;1;95.77;0.0
48954;2025-07-29;3436;70;8;;1;17.14;0.0
34162;27/12/2024;1362;53;9;;1;86.38;0.0
55697;16/11/2025;3253;6;15;26.0;1;34.92;
5677;2024-02-26;1779;349;11;29.0;1;146.11;43.83
23379;2024-09-01;3666;98;8;;2;18.62;0.0
2645;2024-01-23;711;362;8;11.0;1;78.41;7.84
44701;17/06/2025;3007;304;9;;2;120.68;0.0
6737;2024-03-09;1987;142;14;;1;27.68;0.0
43347;2025-05-29;4732;286;6;;1;113.24;0.0
58792;2025-12-20;4957;70;15;;1;18.49;0.0
3954;04/02/2024;4357;209;3;11.0;2;322.96;64.59
42727;2025-05-18;517;411;12;;1;76.18;0.0
13372;2024-05-31;593;372;15;5.0;1;47.84;14.35
41626;1 de mayo de 2025;1934;114;12;;1;32.58;0.0
14732;2024-06-15;1118;44;1;;1;11.54;0.0
29262;17/11/2024;1717;304;13;28.0;1;124.0;37.2
31794;2024-12-10;2923;246;3;;1;8.14;0.0
8332;2024-03-27;3756;338;9;37.0;1;27.1;1.36
47710;2025-07-18;1428;492;14;;1;6.0;0.0
30718;03/12/2024;1719;446;9;28.0;1;58.49;17.55
46435;2025-07-07;4439;122;8;;1;94.55;0.0
13996;2024-06-07;3269;167;11;;1;150.73;0.0
55185;2025-11-08;4738;89;14;;1;49.97;
58458;2025-12-17;4636;296;6;;2;35.61;0.0
15166;20/06/2024;599;309;5;;1;3.09;0.0
52154;18 de septiembre de 2025;4722;231;12;21.0;2;23.06;6.92
26701;2024-10-16;478;462;6;;1;13.89;0.0
15506;2024-06-23;4605;377;7;;3;146.48;0.0
17272;08/07/2024;1852;345;14;;1;30.41;0.0
56488;27/11/2025;1204;468;14;;1;52.07;0.0
37394;2025-02-06;4288;126;4;;1;11.34;0.0
18622;17/07/2024;1397;257;6;;1;65.72;0.0
43747;2025-06-03;4924;218;4;;2;21.28;0.0
13803;05/06/2024;3940;246;3;;3;7.74;0.0
45370;26/06/2025;2514;9;11;31.0;1;39.81;11.94
41048;2025-04-18;3915;376;8;;2;15.04;0.0
12137;2024-05-17;518;166;1;;3;13.96;0.0
14769;2024-06-16;2933;282;6;;2;22.89;0.0
34364;28/12/2024;3718;73;14;;2;52.65;0.0
42732;2025-05-18;2350;440;13;;1;97.9;0.0
5976;2024-03-01;2674;44;9;13.0;1;11.9;1.19
44984;2025-06-21;1977;25;14;31.0;2;30.51;18.31
4614;12/02/2024;3691;489;15;29.0;2;219.6;131.76
16318;01/07/2024;1773;492;11;;1;5.8;0.0
37554;2025-02-09;3412;420;13;10.0;1;8.0;0.4
10122;22/04/2024;287;131;3;12.0;1;10.52;2.1
26605;2024-10-15;3034;32;8;;2;34.13;0.0
13587;2024-06-03;3657;296;5;;1;35.43;0.0
41109;19/04/2025;4292;225;1;;1;33.23;0.0
5195;2024-02-20;3435;310;13;29.0;2;7.52;4.51
26758;16/10/2024;4140;411;12;24.0;1;79.23;7.92
12141;18/05/2024;4443;454;15;5.0;1;185.2;55.56
8318;27/03/2024;3859;46;9;;1;87.56;0.0
21672;2024-08-12;1659;122;5;;1;95.65;0.0
13801;05/06/2024;1000;216;1;;2;239.22;0.0
21467;10/08/2024;4885;282;6;;2;22.4;0.0
53158;06/10/2025;1863;357;10;;2;18.34;0.0
12935;26/05/2024;4054;197;2;;1;45.49;0.0
24607;2024-09-17;1156;174;15;;2;270.18;0.0
4991;17/02/2024;2932;279;15;;1;233.55;0.0
14512;2024-06-13;2943;55;10;;1;180.92;0.0
51512;06/09/2025;1463;30;8;4.0;1;7.89;1.18
27085;2024-10-21;28;350;10;;1;30.65;0.0
18719;2024-07-18;240;309;12;23.0;1;3.11;0.47
21161;06/08/2024;4957;176;1;;2;57.87;0.0
28276;2024-11-06;1021;440;14;;1;93.29;0.0
23407;02/09/2024;4509;439;10;;3;49.67;0.0
5947;01/03/2024;734;131;2;13.0;1;9.64;
25416;28/09/2024;3421;211;6;9.0;3;26.55;23.89
27954;02/11/2024;3828;195;4;18.0;1;278.22;69.56
9486;12 de abril de 2024;26;409;6;12.0;3;42.15;25.29
25088;2024-09-24;583;126;2;6.0;1;10.41;2.6
47582;17/07/2025;3322;103;12;;2;11.7;0.0
52445;23/09/2025;1049;166;5;;2;14.95;0.0
57802;2025-12-10;3181;183;8;;1;51.89;0.0
25685;2 de octubre de 2024;590;309;6;1.0;1;3.08;0.46
38229;23/02/2025;670;89;1;;1;48.61;0.0
53526;2025-10-12;4735;440;10;;2;93.66;0.0
37349;05/02/2025;1705;231;9;;3;25.2;0.0
43684;02/06/2025;3929;197;12;;1;44.09;0.0
44045;07/06/2025;367;128;12;;2;19.73;0.0
39491;2025-03-17;4229;490;12;36.0;1;16.69;3.34
56728;1 de diciembre de 2025;4406;29;14;26.0;1;20.13;6.04
36839;28/01/2025;2653;245;9;32.0;1;15.99;0.8
17898;13 de julio de 2024;3070;60;4;23.0;1;90.41;13.56
36812;28/01/2025;1997;151;7;32.0;3;25.64;
26060;07/10/2024;1895;440;6;;1;89.8;0.0
29692;2024-11-22;1751;431;12;33.0;2;54.72;32.83
25636;02/10/2024;4706;50;3;1.0;1;52.69;7.9
17632;2024-07-11;977;396;13;23.0;1;0.01;3.09
5733;27 de febrero de 2024;374;296;9;;3;36.29;0.0
13414;1 de junio de 2024;2566;3;14;5.0;1;94.57;28.37
3349;2024-01-29;3240;51;12;11.0;1;29.62;2.96
12762;24/05/2024;4758;197;11;;2;46.7;0.0
20199;2024-07-28;2085;209;2;;1;295.34;0.0
34449;29/12/2024;3850;410;12;27.0;1;64.28;19.28
35406;2025-01-09;2894;433;5;15.0;2;46.62;4.66
3468;2024-01-30;4409;120;6;11.0;1;5.68;0.57
18594;2024-07-17;46;268;13;;1;20.32;0.0
17068;06/07/2024;2536;315;13;;1;17.31;
50931;28/08/2025;3131;150;12;4.0;1;85.35;12.8
28967;13/11/2024;4343;82;5;;1;58.42;0.0
24581;17/09/2024;1132;134;10;16.0;1;11.16;2.23
9710;15/04/2024;4456;44;5;12.0;1;12.36;2.47
41528;28/04/2025;306;239;9;;1;10.66;0.0
20785;01/08/2024;4453;345;11;34.0;2;31.75;9.53
21836;2024-08-14;3973;140;14;;1;21.31;0.0
43645;2 de junio de 2025;3707;279;4;;1;225.4;0.0
21759;13/08/2024;2432;447;12;;2;148.35;0.0
4725;14 de febrero de 2024;46;9;3;;2;37.75;0.0
13662;2024-06-04;1868;239;12;;1;10.1;0.0
13478;2024-06-02;3462;6;10;;3;34.13;0.0
23494;2024-09-03;3274;316;12;2.0;1;4.58;0.46
14958;2024-06-18;1219;282;7;;2;21.67;0.0
43676;2025-06-02;4727;254;6;;1;3.95;0.0
1279;12/01/2024;4311;416;11;;3;50.35;0.0
801;2024-01-08;4705;198;3;;1;26.05;0.0
40361;2025-04-01;2390;43;4;;1;13.67;0.0
32015;2024-12-12;2273;9;4;;2;36.31;0.0
8456;2024-03-28;601;381;10;37.0;1;59.7;2.99
39027;9 de marzo de 2025;3402;309;2;22.0;2;3.05;1.22
46952;2025-07-12;1414;49;4;;1;11.34;0.0
27239;2024-10-23;172;445;6;;1;56.21;0.0
25384;28/09/2024;3670;103;12;;1;12.73;0.0
59028;2025-12-22;497;6;12;;1;33.94;0.0
43342;28/05/2025;4286;310;6;;1;7.48;0.0
47872;19 de julio de 2025;3861;326;11;;1;74.64;0.0
7727;20/03/2024;2356;17;4;;2;127.59;0.0
49419;04/08/2025;2302;407;7;;2;21.53;0.0
35393;09/01/2025;1077;236;8;;1;76.92;0.0
19598;24/07/2024;2698;133;4;34.0;2;35.06;10.52
39330;14/03/2025;659;29;13;22.0;1;20.17;4.03
25261;27/09/2024;1872;411;13;9.0;1;77.49;23.25
44472;2025-06-14;3656;262;10;;2;133.81;0.0
9739;16/04/2024;4899;216;3;12.0;2;237.28;94.91
53599;14/10/2025;1128;282;5;;1;21.91;0.0
29485;2024-11-19;515;409;2;;1;39.89;0.0
17164;07/07/2024;3238;268;3;23.0;2;21.33;6.4
59698;2025-12-28;3595;128;2;;3;18.51;0.0
19429;22 de julio de 2024;4456;411;13;34.0;1;75.59;11.34
20489;2024-07-30;3970;154;14;34.0;2;5.59;1.68
2363;21/01/2024;409;361;10;;2;19.47;0.0
9101;2024-04-05;3819;348;8;37.0;1;42.49;2.12
57706;9 de diciembre de 2025;1161;78;14;;1;22.31;0.0
3335;2024-01-29;1335;487;7;11.0;1;74.57;7.46
29989;2024-11-26;1499;11;10;33.0;1;13.48;4.04
20091;27/07/2024;692;226;12;34.0;2;7.92;2.38
47444;2025-07-16;3834;344;6;;1;44.71;0.0
56821;01/12/2025;3736;122;7;26.0;1;93.29;27.99
7271;2024-03-15;3092;416;7;;1;52.28;0.0
58060;13 de diciembre de 2025;4573;120;15;;1;5.29;
15500;2024-06-23;3456;345;12;;2;29.72;0.0
53346;2025-10-09;1161;241;7;;1;74.04;0.0
42;01/01/2024;1283;393;1;38.0;2;43.52;13.06
33811;2024-12-24;661;246;13;;1;7.88;0.0
22873;26/08/2024;1286;249;5;;2;20.43;0.0
26458;13/10/2024;2979;454;8;;999;182.49;0.0
57428;07/12/2025;3856;226;11;;1;7.55;0.0
21101;05/08/2024;4526;464;1;;1;27.59;0.0
15865;2024-06-27;4758;393;4;;1;43.71;0.0
55392;2025-11-11;108;376;3;;2;14.62;0.0
6913;2024-03-10;927;440;12;;2;95.93;
26630;15/10/2024;1905;179;14;;1;42.52;0.0
17665;11 de julio de 2024;1834;352;8;;1;33.04;0.0
45323;2025-06-25;1077;55;12;31.0;1;177.4;53.22
30551;02/12/2024;4045;381;8;28.0;2;60.6;36.36
56418;27/11/2025;1049;194;2;;1;47.12;0.0
16312;2024-07-01;4174;439;10;;1;48.95;0.0
26924;19/10/2024;4654;239;4;24.0;1;10.31;1.03
49120;31/07/2025;3938;30;10;;2;7.59;0.0
43751;2025-06-03;4924;279;4;;1;222.82;0.0
29185;16/11/2024;2051;30;2;28.0;1;7.5;2.25
33289;2024-12-21;2880;444;1;30.0;1;112.05;28.01
3835;2024-02-02;1723;481;8;11.0;3;37.31;11.19
46782;10/07/2025;4794;131;6;;1;10.59;0.0
17962;2024-07-13;4288;126;14;;1;10.83;0.0
12712;24/05/2024;461;114;1;19.0;1;33.28;
5658;26/02/2024;4639;197;1;29.0;2;47.0;28.2
29548;2024-11-20;4163;11;13;33.0;3;12.34;11.11
23282;31/08/2024;112;6;15;;2;36.12;0.0
47729;18/07/2025;347;282;8;;1;23.99;0.0
56467;27/11/2025;3992;348;9;;1;40.39;0.0
21280;08/08/2024;3678;361;3;34.0;2;19.78;5.93
11563;11 de mayo de 2024;1573;9;4;19.0;1;39.81;9.95
55604;2025-11-14;2501;53;7;39.0;1;87.65;4.38
49764;2025-08-10;3026;236;11;;1;73.31;0.0
8875;02/04/2024;4311;314;4;;1;332.04;0.0
31403;07/12/2024;3655;282;3;28.0;1;22.29;6.69
4270;08/02/2024;1554;470;8;29.0;1;56.24;16.87
1327;2024-01-13;3330;78;11;;2;20.52;0.0
37705;13/02/2025;327;167;10;10.0;1;149.33;7.47
47591;17/07/2025;2301;50;8;;1;51.32;0.0
16073;30 de junio de 2024;583;322;9;;1;10.15;0.0
47350;2025-07-15;172;244;9;;3;183.72;0.0
42082;2025-05-08;3345;61;9;;1;52.01;0.0
1303;2024-01-12;1702;344;7;;1;46.5;
59520;26 de diciembre de 2025;4019;103;12;;1;12.18;0.0
39820;2025-03-23;3035;9;5;36.0;3;39.21;23.53
9170;06/04/2024;183;296;8;12.0;1;35.71;7.14
31268;6 de diciembre de 2024;283;278;10;40.0;1;20.57;6.17
41620;01/05/2025;642;446;4;35.0;2;56.74;5.67
16867;2024-07-05;695;439;4;;3;45.98;0.0
47355;2025-07-15;4784;140;2;;1;22.56;
20339;29/07/2024;448;366;12;34.0;2;25.72;7.72
19991;2024-07-27;1854;352;11;;1;33.33;0.0
22266;2024-08-19;3649;128;1;;3;18.18;0.0
3837;02/02/2024;1275;87;4;11.0;1;60.45;6.05
11093;05/05/2024;1392;224;14;20.0;1;37.94;3.79
10611;30/04/2024;2895;112;1;;2;25.5;0.0
42301;11/05/2025;128;73;15;3.0;2;53.3;31.98
47088;13/07/2025;1237;9;5;;2;37.78;0.0
148;2024-01-02;3974;89;4;;1;50.41;0.0
9846;18/04/2024;3247;280;5;12.0;1;15.91;3.18
10613;2024-04-30;2608;440;3;20.0;1;94.66;9.47
46355;2025-07-06;3569;43;15;;1;13.97;0.0
10500;2024-04-28;1987;279;1;20.0;1;214.46;21.45
42224;10/05/2025;2884;65;14;3.0;2;13.62;8.17
1073;10/01/2024;1049;353;3;38.0;1;82.63;12.39
11078;2024-05-05;647;46;9;;1;91.16;0.0
21127;2024-08-05;583;191;7;;1;18.07;0.0
2181;2024-01-20;3086;73;9;11.0;1;50.67;
51260;01/09/2025;2749;470;5;4.0;2;54.79;16.44
40590;06/04/2025;586;57;11;;1;23.93;0.0
10090;21/04/2024;2296;124;14;12.0;2;78.0;31.2
42576;15/05/2025;210;247;13;3.0;2;14.86;8.92
56833;2025-12-02;2223;9;1;26.0;2;37.69;22.61
59395;25/12/2025;4239;496;8;;1;64.0;0.0
23095;29/08/2024;4713;496;4;;3;57.46;0.0
24984;22/09/2024;3450;314;7;9.0;1;346.02;103.81
34501;30/12/2024;438;103;7;;1;11.7;0.0
14881;17 de junio de 2024;4350;496;2;;1;63.25;0.0
9912;18/04/2024;4140;6;3;12.0;1;34.43;6.89
55847;17/11/2025;2124;202;13;;1;163.18;0.0
27970;02/11/2024;2229;48;12;18.0;2;247.22;123.61
17318;08/07/2024;4183;9;14;;2;39.18;0.0
8526;29/03/2024;3514;273;4;;1;12.69;0.0
53179;2025-10-06;162;96;13;25.0;1;17.01;4.25
51031;29/08/2025;4446;9;1;4.0;2;37.65;
28163;2024-11-05;1751;231;14;18.0;1;24.68;6.17
28424;07/11/2024;997;91;3;;1;24.72;0.0
37576;10 de febrero de 2025;344;103;2;10.0;1;12.71;0.64
28809;11/11/2024;4627;335;10;;1;135.44;0.0
54176;23/10/2025;933;141;10;;2;8.0;0.0
10566;2024-04-29;3347;45;6;20.0;2;90.81;18.16
22817;2024-08-26;4791;421;15;;2;17.78;0.0
20039;2024-07-27;4529;469;13;;2;26.68;0.0
45689;01/07/2025;3678;224;12;;1;37.45;0.0
8471;28/03/2024;3930;70;9;37.0;3;17.42;2.61
54115;2025-10-22;3909;380;13;;3;16.55;0.0
28302;2024-11-06;2284;424;5;18.0;1;55.33;13.83
3174;2024-01-27;2645;470;2;11.0;2;51.33;10.27
42036;2025-05-07;2592;30;7;35.0;1;7.93;0.4
59975;2025-12-30;1822;126;15;;1;11.04;0.0
18237;2024-07-15;4122;376;14;23.0;1;14.48;2.17
19102;2024-07-20;583;264;9;34.0;1;24.55;3.68
10037;21/04/2024;1232;314;12;20.0;2;342.3;68.46
46710;2025-07-09;3834;484;9;;2;53.71;0.0
1289;12/01/2024;4597;376;14;;1;14.3;0.0
43011;23/05/2025;3476;293;14;;1;315.79;0.0
44282;11/06/2025;795;46;15;;1;93.55;0.0
14559;13 de junio de 2024;3232;496;15;;1;58.8;0.0
40258;2025-03-31;1153;383;15;36.0;1;70.18;14.04
53881;18/10/2025;3870;330;5;8.0;1;22.77;1.14
58803;20/12/2025;3798;288;7;;2;35.06;0.0
19162;2024-07-21;1787;98;8;34.0;3;17.4;7.83
53889;18/10/2025;3788;275;2;8.0;2;17.92;1.79
54962;2025-11-05;3189;53;15;;1;89.58;0.0
57456;07/12/2025;2723;224;13;;1;40.36;0.0
28340;07/11/2024;2375;299;5;;1;22.94;0.0
52872;2 de octubre de 2025;996;299;7;;1;23.93;0.0
14505;2024-06-13;2198;236;13;;1;74.33;0.0
35621;12/01/2025;1733;346;15;;1;116.03;0.0
37244;2025-02-03;4540;440;10;;2;95.84;0.0
54371;2025-10-27;4542;51;8;;2;30.98;0.0
20724;2024-08-01;2197;500;2;34.0;2;95.55;28.66
24872;2024-09-21;59;170;9;9.0;1;21.51;6.45
40895;2025-04-14;165;468;13;;1;49.06;0.0
56126;2025-11-22;4185;330;6;26.0;1;24.38;7.31
12213;2024-05-18;4756;40;9;5.0;1;25.46;7.64
43755;03/06/2025;4454;262;6;;1;129.12;0.0
43561;2025-05-31;1141;228;1;;1;78.05;0.0
55049;07/11/2025;1527;231;7;;1;24.7;0.0
53929;2025-10-19;4561;419;1;8.0;1;275.16;13.76
29194;2024-11-16;2849;296;15;;1;36.64;0.0
54242;25/10/2025;613;128;8;;2;17.88;
13033;27/05/2024;4088;420;6;19.0;1;8.27;2.07
39968;26/03/2025;2501;481;13;;1;38.92;0.0
41605;2025-04-30;4237;176;1;35.0;1;55.35;2.77
14098;2024-06-08;1108;15;15;;1;36.56;0.0
51900;13/09/2025;33;90;2;21.0;1;313.29;46.99
39358;15/03/2025;4540;44;9;22.0;2;11.6;4.64
55448;12/11/2025;3587;141;4;26.0;1;8.37;2.51
25234;2024-09-26;1407;106;2;;3;32.87;0.0
19827;26/07/2024;473;235;9;;2;72.64;0.0
45816;02/07/2025;4525;282;5;;1;22.34;0.0
1286;12/01/2024;3252;435;14;;1;40.33;0.0
5786;2024-02-27;4324;154;1;;1;5.47;0.0
38253;2025-02-23;1238;344;11;;1;43.29;0.0
22241;2024-08-18;2052;176;5;;1;57.24;0.0
39088;2025-03-10;575;75;6;;2;48.89;0.0
13973;07/06/2024;3772;468;6;;1;52.23;0.0
25456;2024-09-29;4243;231;4;;3;22.98;0.0
5946;01/03/2024;1412;397;13;13.0;1;78.98;
34430;29/12/2024;2169;381;6;27.0;3;57.36;51.62
8441;2024-03-28;3791;131;5;;1;9.58;0.0
19803;26/07/2024;2868;391;11;34.0;2;214.73;64.42
17364;2024-07-09;3818;350;5;;2;31.2;0.0
3494;2024-01-30;3866;447;7;11.0;1;144.24;14.42
3830;2 de febrero de 2024;3728;472;3;;1;106.87;
24238;12/09/2024;515;432;5;;2;17.73;0.0
35289;07/01/2025;472;411;15;15.0;3;77.46;11.62
57331;06/12/2025;2775;117;12;;1;65.6;0.0
23142;30/08/2024;162;361;6;;1;19.58;0.0
59308;2025-12-24;1794;132;2;;1;145.66;0.0
14091;2024-06-08;4706;103;6;;1;12.67;0.0
29641;2024-11-22;3814;242;14;28.0;1;84.45;25.34
30943;2024-12-04;2944;377;10;28.0;3;157.78;142.0
27238;2024-10-23;3930;239;8;24.0;1;10.58;1.06
2090;2024-01-19;3577;393;14;;2;42.27;0.0
14468;12/06/2024;3126;383;1;;1;66.32;0.0
23910;08/09/2024;532;309;5;9.0;2;3.18;1.91
54985;06/11/2025;3322;320;5;;1;55.34;0.0
7;2024-01-01;1907;442;9;38.0;1;32.87;
41415;2025-04-26;1266;350;3;;1;29.44;0.0
28307;06/11/2024;2477;249;5;33.0;1;21.25;6.38
36523;2025-01-23;3863;345;15;;3;30.74;0.0
51942;2025-09-14;240;393;12;21.0;1;41.94;6.29
24927;22/09/2024;2192;399;3;;1;11.27;0.0
5091;18/02/2024;711;234;8;14.0;1;67.73;6.77
46537;08/07/2025;171;440;11;;1;94.94;0.0
44831;2025-06-19;3834;402;4;;2;72.2;0.0
38498;2025-03-01;1926;259;11;22.0;2;4999.0;15.16
53248;2025-10-07;3887;405;4;25.0;1;155.19;38.8
544;2024-01-05;1333;44;13;38.0;1;11.45;
19198;2024-07-21;543;406;7;;1;2.61;0.0
28310;06/11/2024;4700;431;14;18.0;1;52.58;13.14
57849;11/12/2025;3678;376;15;;1;15.8;0.0
55937;19 de noviembre de 2025;4971;268;12;;1;19.88;0.0
52817;2025-09-30;1078;76;6;25.0;1;176.27;44.07
31400;07/12/2024;1389;331;11;28.0;1;29.42;8.83
2663;23/01/2024;4141;469;14;;2;24.1;0.0
28826;12/11/2024;543;1502;10;;3;18.22;
33280;2024-12-20;786;366;11;30.0;1;23.73;5.93
36816;28/01/2025;3657;439;14;;2;49.91;0.0
59158;2025-12-23;1746;46;4;;2;88.81;0.0
11077;05/05/2024;3267;226;8;20.0;1;7.44;0.74
22383;20/08/2024;947;231;12;;1;23.56;0.0
42573;15/05/2025;1901;268;11;3.0;2;20.93;12.56
48584;26/07/2025;4147;393;15;;2;44.16;0.0
20150;28/07/2024;3280;166;10;34.0;1;15.11;2.27
51576;2025-09-07;1487;96;7;;1;16.83;0.0
660;2024-01-06;4723;98;2;38.0;1;17.76;2.66
2722;2024-01-24;2853;468;13;;2;53.73;0.0
50876;2025-08-27;3988;231;12;4.0;1;23.58;3.54
57146;04/12/2025;1196;239;6;26.0;2;10.16;6.1
15615;2024-06-25;4540;349;6;;1;140.91;0.0
6861;10/03/2024;3973;45;11;;1;89.43;0.0
11115;06/05/2024;3919;195;6;20.0;1;272.31;27.23
18713;2024-07-18;2713;78;11;23.0;2;21.47;6.44
55868;18/11/2025;2687;450;3;26.0;2;25.99;15.59
11542;10 de mayo de 2024;2137;282;3;;1;22.9;0.0
47720;18/07/2025;2368;98;7;;1;17.34;0.0
49428;2025-08-04;3632;441;8;;1;17.55;0.0
1182;2024-01-11;3265;393;5;38.0;1;40.38;6.06
26349;11/10/2024;1555;29;14;;1;18.61;0.0
27534;2024-10-27;3559;96;11;;2;17.59;0.0
25051;2024-09-24;1777;98;13;;1;18.41;0.0
47257;14/07/2025;32;240;2;;1;4.52;
20365;2024-07-29;2653;9;7;34.0;2;38.66;11.6
41416;26/04/2025;393;473;11;35.0;1;24.3;1.22
41775;2025-05-03;1149;6;5;;2;36.48;0.0
44903;20/06/2025;3392;30;1;;1;7.88;0.0
23786;07/09/2024;1171;43;13;;1;13.43;0.0
