id_cliente;recencia;frecuencia;monto;afinidad_promociones;afinidad_medicamentos;segmento
949;152;13;1516.3600000000001;0.1653565116463109;0.06232029333403677;Esporádicos Recientes
950;646;3;801.1199999999999;1.0;0.05092869982025165;Cazadores de Ofertas
951;59;5;556.47;0.1781946915377289;0.054522256366021524;Esporádicos Recientes
952;550;3;141.71;0.10465034224825348;0.0;Esporádicos / Desertores
953;28;5;312.74;0.11098676216665601;0.2248513141907015;Esporádicos Recientes
954;0;20;822.09;0.20907686506343587;0.06529698694790108;Esporádicos Recientes
955;275;4;643.66;1.0;0.034987415716372;Cazadores de Ofertas
956;177;2;56.74;0.0;0.0;Esporádicos Recientes
957;338;4;453.46999999999997;0.05400577766996714;0.0;Esporádicos / Desertores
958;57;7;840.72;0.0;0.0;Esporádicos Recientes
959;241;3;26.51;0.6721991701244813;0.12070916635231987;Cazadores de Ofertas
961;522;23;1709.76;0.49378860190903984;0.11147178551375632;Esporádicos / Desertores
962;80;6;431.75;0.4380312680949624;0.0;Esporádicos Recientes
963;10;2;392.46000000000004;0.0;0.0;Esporádicos Recientes
964;175;6;263.0;0.14190114068441065;0.0;Esporádicos Recientes
965;4;19;1529.81;0.23265634294454865;0.07272798582830549;Frecuentes Regulares
966;153;2;526.74;0.0;0.0;Esporádicos Recientes
967;241;7;382.72;0.3912782190635451;0.0;Esporádicos Recientes
968;98;20;1542.75;0.15430886404148436;0.07695349214065791;Frecuentes Regulares
969;443;5;192.32;0.0;0.5938019966722129;En Riesgo (Solo Medicamentos)
970;26;11;1276.79;0.7019948464508652;0.013721911982393345;Frecuentes Regulares
971;29;3;165.56;0.0;0.0;Esporádicos Recientes
973;482;26;1739.37;0.5985960433950224;0.07039905253051393;Cazadores de Ofertas
974;134;5;319.22;0.23842491071987973;0.03806152496710732;Esporádicos Recientes
975;72;3;161.16;0.0;0.1337800943162075;Esporádicos Recientes
976;236;4;166.25;0.8645413533834586;0.0;Cazadores de Ofertas
977;66;8;795.92;0.4060332696753443;0.036863001306663985;Esporádicos Recientes
978;194;1;16.6;0.0;1.0;En Riesgo (Solo Medicamentos)
980;275;3;101.80000000000001;0.0;0.0;Esporádicos Recientes
981;367;3;144.44;0.07061755746330656;0.07061755746330656;Esporádicos / Desertores
982;496;2;90.53999999999999;0.0;0.0;Esporádicos / Desertores
983;197;4;264.36;0.0;0.48785746709033134;En Riesgo (Solo Medicamentos)
984;162;6;192.85;0.7373087892144153;0.0;Cazadores de Ofertas
985;546;3;279.16;0.0;0.027224530735062327;Esporádicos / Desertores
986;447;1;37.62;0.0;0.0;Esporádicos / Desertores
987;547;3;95.42;0.0;0.08803185914902537;Esporádicos / Desertores
988;699;1;107.63;1.0;0.0;Cazadores de Ofertas
989;427;8;452.15;0.7883224593608316;0.06573039920380405;Cazadores de Ofertas
990;682;13;1372.23;0.34304744831405815;0.005472843473761687;Esporádicos / Desertores
991;54;21;1620.5500000000002;0.32986948875381805;0.04710746351547314;Frecuentes Regulares
992;22;38;3401.94;0.31224242638024186;0.05207616830396773;Frecuentes Regulares
993;60;5;157.10000000000002;0.4881604073838319;0.19739019732654356;Esporádicos Recientes
994;30;6;306.03;0.1952096199718982;0.028428585432800708;Esporádicos Recientes
995;25;6;430.57000000000005;0.6580579232180598;0.017511670576212925;Cazadores de Ofertas
996;89;30;2363.9900000000002;0.2994936526804259;0.08781763036222656;Frecuentes Regulares
997;10;41;3728.05;0.17870200238730705;0.036665280776813615;Frecuentes Regulares
998;451;6;659.65;0.0;0.19205639354202986;Esporádicos / Desertores
999;0;7;312.69;0.16674661805622182;0.0;Esporádicos Recientes
1000;4;120;9727.28;0.2525978485249731;0.06432219489929354;Leales VIP / Crónicos
1001;169;3;115.14;0.0;0.2609866249782873;Esporádicos Recientes
1002;174;7;236.4;0.3255499153976312;0.0;Esporádicos Recientes
1003;283;6;474.05;0.6268958970572724;0.0;Cazadores de Ofertas
1004;277;2;169.94;0.843768388843121;0.0;Cazadores de Ofertas
1005;47;6;400.88;0.08296747156256237;0.09606365994811417;Esporádicos Recientes
1006;305;64;5302.07;0.37354655823103056;0.06721337138136615;Leales VIP / Crónicos
1007;178;4;304.87;0.2840226981992325;0.0;Esporádicos Recientes
1008;61;12;571.52;0.459721444568869;0.04180081187010078;Esporádicos Recientes
1009;437;3;453.94;0.0;0.0;Esporádicos / Desertores
1010;572;1;182.49;0.0;1.0;En Riesgo (Solo Medicamentos)
1011;114;7;580.0100000000001;0.2187031258081757;0.018723815106636087;Esporádicos Recientes
1012;51;5;263.65;0.0;0.3671534230988053;Esporádicos Recientes
1014;28;8;461.17;0.9764078322527484;0.023592167747251556;Cazadores de Ofertas
1015;138;1;45.35;1.0;1.0;En Riesgo (Solo Medicamentos)
1016;503;5;325.22;0.7052149314310312;0.0;Cazadores de Ofertas
1017;219;3;209.83;0.023161607015202784;0.0637659057332126;Esporádicos Recientes
1018;34;4;335.64;0.0;0.05812775592897152;Esporádicos Recientes
1019;353;2;120.69;0.0;0.0;Esporádicos / Desertores
1020;46;4;395.03000000000003;0.19360554894564969;0.09338531250791078;Esporádicos Recientes
1021;9;34;3320.94;0.3974718001529687;0.027751178883087316;Frecuentes Regulares
1022;2;82;5814.28;0.37106400104570125;0.05392413162076817;Leales VIP / Crónicos
1023;7;17;1382.6;0.20708809489367858;0.06217271806740924;Frecuentes Regulares
1024;15;33;1757.53;0.40572280416266016;0.01660853584291591;Frecuentes Regulares
1025;166;4;177.62;0.0;0.0;Esporádicos Recientes
1026;298;9;853.42;0.11286353729699329;0.0;Esporádicos Recientes
1027;398;2;26.84;0.0;0.0;Esporádicos / Desertores
1028;340;4;155.36;0.23262100926879503;0.0;Esporádicos / Desertores
1029;17;5;547.15;0.0;0.0;Esporádicos Recientes
1030;27;41;2845.09;0.6082232899486484;0.09045759536605169;Frecuentes Regulares
1031;290;2;16.7;0.8155688622754491;0.18443113772455091;Cazadores de Ofertas
1032;92;2;167.33999999999997;1.0;0.0;Cazadores de Ofertas
1033;584;29;1687.0;0.40675755779490225;0.05378778897451096;Esporádicos / Desertores
1034;240;2;38.54;0.7874935132330048;0.0;Cazadores de Ofertas
1035;509;1;90.34;0.0;1.0;En Riesgo (Solo Medicamentos)
1036;15;22;2068.2799999999997;0.11826735258282246;0.032321542537760845;Frecuentes Regulares
1037;380;3;318.88000000000005;0.0;0.010097842448569995;Esporádicos / Desertores
1038;137;3;126.56;0.0;0.0;Esporádicos Recientes
1039;17;2;118.17999999999999;0.04789304450837706;0.04789304450837706;Esporádicos Recientes
1041;273;7;1162.1399999999999;0.0;0.028249608480905918;Esporádicos Recientes
1042;12;21;1916.8;0.6044762103505843;0.030305717863105174;Frecuentes Regulares
1045;489;3;161.48000000000002;0.0;0.0;Esporádicos / Desertores
1046;16;3;142.28;0.05081529378689908;0.3241495642395277;Esporádicos Recientes
1047;572;4;339.1;0.0;0.009053376585078148;Esporádicos / Desertores
1048;11;18;1020.12;0.5648551150844999;0.013292553817197975;Frecuentes Regulares
1049;25;67;4291.05;0.22406637070180957;0.04558324885517531;Leales VIP / Crónicos
1050;213;5;434.53999999999996;0.0;0.14350807750724906;Esporádicos Recientes
1051;475;6;449.39;0.910834687020183;0.14760008010859169;Cazadores de Ofertas
1052;705;3;448.52;0.7697315615803086;0.0;Cazadores de Ofertas
1053;7;14;1237.49;0.13179096396738557;0.022893114287792223;Esporádicos Recientes
1054;15;5;386.85999999999996;0.9059608126970997;0.0;Cazadores de Ofertas
1055;503;5;194.56;1.0;0.13867187500000003;Cazadores de Ofertas
1056;259;3;29.869999999999997;0.0;0.17442249748911953;Esporádicos Recientes
1057;25;5;443.68;0.7017445005409304;0.01221601153984854;Cazadores de Ofertas
1058;342;7;906.33;0.05399799190140457;0.0;Esporádicos / Desertores
1059;394;3;136.35;0.3811514484781812;0.0;Esporádicos / Desertores
1060;434;3;247.6;1.0;0.0;Cazadores de Ofertas
1061;129;6;404.92;0.6558332510125456;0.06865553689617702;Cazadores de Ofertas
1062;164;12;924.4100000000001;0.47664997133306647;0.10829610237881458;Esporádicos Recientes
1063;137;8;511.38;0.25339278031991863;0.13473346630685598;Esporádicos Recientes
1065;157;6;350.15;0.19531629301727832;0.11849207482507498;Esporádicos Recientes
1066;3;22;1411.45;0.363229303198838;0.1258563888200078;Frecuentes Regulares
1067;32;6;219.79000000000002;0.775785977524;0.0;Cazadores de Ofertas
1069;176;3;273.77;0.0;0.0;Esporádicos Recientes
1070;228;5;317.82000000000005;0.7734252092379333;0.0;Cazadores de Ofertas
1071;689;1;23.47;0.0;0.0;Esporádicos / Desertores
1073;123;3;99.27;0.24418253248715624;0.0;Esporádicos Recientes
1074;5;25;2306.95;0.2936821344199051;0.10615314592860704;Frecuentes Regulares
1075;586;3;201.17000000000002;1.0;0.0;Cazadores de Ofertas
1076;698;1;28.31;1.0;0.0;Cazadores de Ofertas
1077;38;38;3395.99;0.49047847608502976;0.037906472044970684;Frecuentes Regulares
1078;23;34;2961.0299999999997;0.23179096463055088;0.06915498998659252;Frecuentes Regulares
1079;65;39;3027.31;0.3360574239176034;0.1698273384621991;Frecuentes Regulares
1081;80;33;2110.66;0.11957870997697403;0.06682743786303812;Frecuentes Regulares
1082;291;7;252.53;0.156892250425692;0.14319090801092937;Esporádicos Recientes
1083;28;23;1423.3700000000001;0.34121135052726975;0.07437981691338162;Frecuentes Regulares
1084;6;22;2679.25;0.10111785014463004;0.03339740599048241;Frecuentes Regulares
1085;380;2;102.43;1.0;0.19183832861466366;Cazadores de Ofertas
1086;359;2;26.68;0.6221889055472263;0.0;Cazadores de Ofertas
1087;346;3;319.82;0.706022137452317;0.0;Cazadores de Ofertas
1088;478;8;266.64;1.0;0.17833033303330337;Cazadores de Ofertas
1089;61;8;603.2700000000001;0.8196330001491868;0.13266033451025244;Cazadores de Ofertas
1090;5;23;1213.93;0.20026690171591444;0.12211577273813153;Frecuentes Regulares
1091;3;3;212.65;0.0;0.0;Esporádicos Recientes
1092;10;6;554.22;0.0;0.08465952148966115;Esporádicos Recientes
1093;9;79;5865.54;0.2476396035147659;0.0631621299999659;Leales VIP / Crónicos
1094;4;32;2291.51;0.4156691439269302;0.028064464043360052;Frecuentes Regulares
1095;18;7;782.74;0.11289828039962184;0.12555893400107315;Esporádicos Recientes
1096;29;40;3171.89;0.4345674030310005;0.043844521720488416;Frecuentes Regulares
1097;394;3;84.02000000000001;1.0;0.4735777195905737;En Riesgo (Solo Medicamentos)
1099;601;29;1547.7700000000002;0.22712676948125365;0.06474476181861646;Esporádicos / Desertores
1100;463;26;2593.26;0.26206782196925876;0.06256989272190215;Esporádicos / Desertores
1101;0;98;8416.41;0.2794124810934829;0.09135724138914335;Leales VIP / Crónicos
1102;178;6;179.68;0.0;0.518699910952805;En Riesgo (Solo Medicamentos)
1103;27;68;3936.03;0.1847191205351585;0.08163555663955813;Leales VIP / Crónicos
1104;519;1;83.69;1.0;0.0;Cazadores de Ofertas
1105;13;9;286.11;0.8091992590262487;0.2152319038132187;Cazadores de Ofertas
1106;21;3;160.23;0.46976221681333086;0.2269237970417525;Esporádicos Recientes
1108;381;21;1251.22;0.24432953437445057;0.11673406755007112;Esporádicos / Desertores
1109;599;3;292.76;1.0;0.22438174614018308;Cazadores de Ofertas
1110;26;6;226.05;0.15085158150851583;0.0;Esporádicos Recientes
1112;101;3;506.25;0.0;0.0;Esporádicos Recientes
1113;17;3;221.1;0.05336951605608323;0.31506105834464043;Esporádicos Recientes
1114;0;4;259.82;0.0;0.0;Esporádicos Recientes
1116;538;6;899.23;1.0;0.007728834669661821;Cazadores de Ofertas
1117;9;33;2884.9700000000003;0.36148036201416306;0.0347247978315199;Frecuentes Regulares
1118;490;24;1658.68;0.17298695348108134;0.20554899076373984;Esporádicos / Desertores
1119;98;4;439.01;0.0;0.1479920730735063;Esporádicos Recientes
1120;12;34;2204.34;0.2920692815082972;0.03143344493136268;Frecuentes Regulares
1121;10;34;2394.61;0.4770588947678328;0.09743966658453776;Frecuentes Regulares
1122;195;5;183.38;0.20831061184425784;0.0;Esporádicos Recientes
1123;25;27;1675.95;0.2997702795429458;0.07280646797338823;Frecuentes Regulares
1124;89;11;989.35;0.3151058775964017;0.03136402688633951;Esporádicos Recientes
1125;7;3;400.34000000000003;0.42029275116151266;0.0;Esporádicos Recientes
1126;119;3;79.47;0.7994211652195797;0.0;Cazadores de Ofertas
1127;4;3;382.16999999999996;0.19135463275505665;0.21236622445508543;Esporádicos Recientes
1128;57;23;1517.23;0.062495468716015364;0.12214364335005239;Frecuentes Regulares
1129;70;6;573.9300000000001;0.0;0.0;Esporádicos Recientes
1130;126;3;123.68;1.0;0.0;Cazadores de Ofertas
1131;160;4;144.38;0.0;0.21630419725723785;Esporádicos Recientes
1132;469;2;47.26;1.0;0.18895471857807872;Cazadores de Ofertas
1133;37;3;416.79;0.18282588353847262;0.0;Esporádicos Recientes
1134;18;2;43.870000000000005;0.0;0.0;Esporádicos Recientes
1135;48;8;421.43;0.746624587713262;0.22637211399283394;Cazadores de Ofertas
1136;290;1;120.82999999999998;1.0;0.0;Cazadores de Ofertas
1138;325;9;819.86;0.8222135486546484;0.264496377430293;Cazadores de Ofertas
1140;442;2;570.96;0.0;0.03909205548549811;Esporádicos / Desertores
1141;0;37;3302.65;0.36421964180279476;0.11693942742948844;Frecuentes Regulares
1142;79;35;1731.06;0.4585514078079328;0.1344147516550553;Frecuentes Regulares
1143;335;7;361.49;0.0843453484190434;0.021466707239481037;Esporádicos / Desertores
1144;36;21;1534.07;0.14525412790811373;0.07982034718102825;Frecuentes Regulares
1145;161;5;1463.1;0.0;0.0;Esporádicos Recientes
1146;7;29;2504.88;0.3244386956660599;0.05733208776468334;Frecuentes Regulares
1147;457;2;126.59;0.0;0.0;Esporádicos / Desertores
1148;535;3;280.92;1.0;0.0;Cazadores de Ofertas
1149;7;105;7088.37;0.48695539312987335;0.07143673369194893;Leales VIP / Crónicos
1150;2;3;411.08;0.1350102169893938;0.025980344458499564;Esporádicos Recientes
1151;165;1;58.41;0.0;0.0;Esporádicos Recientes
1152;141;11;467.61;0.5902782233057462;0.33187913004426767;Cazadores de Ofertas
1153;2;64;4691.95;0.3325333816430269;0.04125150523769435;Leales VIP / Crónicos
1154;13;27;3030.03;0.24616917984310385;0.038461665396052176;Frecuentes Regulares
1155;64;15;1016.95;0.5049904125079895;0.0;Frecuentes Regulares
1156;225;11;1265.3899999999999;0.0551845676036637;0.040659401449355544;Esporádicos Recientes
1157;17;26;1718.97;0.1391763672431747;0.13090978900155326;Frecuentes Regulares
1158;28;3;87.19;0.0;0.0;Esporádicos Recientes
1159;477;10;501.28000000000003;0.6627633258857325;0.008159112671560803;Cazadores de Ofertas
1160;554;11;2074.16;0.0;0.017790334400431984;Esporádicos / Desertores
1161;11;68;4922.3;0.24120025191475528;0.08350567823984723;Leales VIP / Crónicos
1163;727;1;111.42;0.0;0.0;Esporádicos / Desertores
1164;30;4;228.26;0.0;0.0;Esporádicos Recientes
1165;357;21;834.4;0.3846476510067114;0.046332694151486095;Esporádicos / Desertores
1166;341;5;297.05;0.7818549065813836;0.0;Cazadores de Ofertas
1167;103;28;1524.03;0.1312966280191335;0.059552633478343595;Frecuentes Regulares
1168;547;4;149.43;0.0;0.3063641838988155;Esporádicos / Desertores
1169;190;1;186.7;1.0;0.0;Cazadores de Ofertas
1170;15;5;289.74;0.0;0.08604265893559743;Esporádicos Recientes
1171;133;9;1192.23;0.03180594348405928;0.13633275458594402;Esporádicos Recientes
1172;228;2;308.13;0.0;0.08058287086619284;Esporádicos Recientes
1173;56;3;85.88;0.3455985095482068;0.0;Esporádicos Recientes
1175;21;3;198.93;0.0;0.0;Esporádicos Recientes
1176;142;9;753.44;0.19036685071140377;0.010312699086854957;Esporádicos Recientes
1177;335;9;1283.3300000000002;0.0;0.017267577318382642;Esporádicos / Desertores
1178;578;2;77.64;0.0;0.0;Esporádicos / Desertores
1179;21;17;1338.68;0.6660068126811485;0.008090058863955538;Frecuentes Regulares
1180;138;10;588.44;0.038355652233022904;0.07501189586024062;Esporádicos Recientes
1181;185;3;162.41000000000003;0.31629825749645957;0.0;Esporádicos Recientes
1182;191;1;5.53;0.0;0.0;Esporádicos Recientes
1183;8;6;393.77;0.0;0.39231023186123887;Esporádicos Recientes
1184;555;9;407.64;0.0;0.3383132175448926;Esporádicos / Desertores
1185;14;9;846.24;0.3615522783134808;0.23994375118169786;Esporádicos Recientes
1186;17;23;1275.52;0.562829277471149;0.07447158805820371;Frecuentes Regulares
1187;82;8;448.16;0.2804801856479828;0.10634594787575864;Esporádicos Recientes
1188;492;5;872.1899999999999;0.09129891422740459;0.027998486568293606;Esporádicos / Desertores
1189;24;5;408.79;0.15934832065363633;0.14193106484992293;Esporádicos Recientes
1190;82;3;255.7;0.7511145874071178;0.0;Cazadores de Ofertas
1191;123;5;249.89999999999998;0.24849939975990398;0.1399359743897559;Esporádicos Recientes
1192;75;22;1845.47;0.17955317615566765;0.08433623954873284;Frecuentes Regulares
1193;19;27;3476.85;0.21105310841710168;0.05437105425888376;Frecuentes Regulares
1194;490;6;276.72;0.6737496386238797;0.0;Cazadores de Ofertas
1195;160;4;276.1;0.13082216588192686;0.0;Esporádicos Recientes
1196;26;2;21.840000000000003;1.0;1.0;En Riesgo (Solo Medicamentos)
1197;9;18;1115.48;0.41038835299601967;0.0;Frecuentes Regulares
1198;14;6;459.35;0.06718188744965711;0.029628823337324476;Esporádicos Recientes
1199;478;7;446.31;0.342721426810961;0.018283256032802314;Esporádicos / Desertores
1200;23;68;6501.8099999999995;0.37747796382853394;0.05331899886339343;Leales VIP / Crónicos
1201;530;26;1564.18;0.18540065721336418;0.21468756792696492;Esporádicos / Desertores
1202;9;97;6211.67;0.4008938015058753;0.03911347512021727;Leales VIP / Crónicos
1203;534;4;311.75;1.0;0.23403368083400164;Cazadores de Ofertas
1204;33;4;645.52;0.0;0.0;Esporádicos Recientes
1205;548;1;128.02;0.0;0.0;Esporádicos / Desertores
1206;1;28;4065.9100000000003;0.26077065158845125;0.03138042898145802;Frecuentes Regulares
1207;504;5;141.75;0.6744268077601411;0.0;Cazadores de Ofertas
1208;164;4;194.63;0.5180085290037507;0.05687715151826543;Esporádicos Recientes
1209;113;6;1148.1;0.9309380715965508;0.0;Cazadores de Ofertas
1210;703;7;422.27;0.5811210836668483;0.07857531910862718;Esporádicos / Desertores
1211;387;2;247.72;0.0;0.0;Esporádicos / Desertores
1213;13;20;2523.45;0.4025045077176088;0.054500782658661755;Frecuentes Regulares
1214;170;8;415.82;0.41428983694867977;0.049757106440286664;Esporádicos Recientes
1215;389;8;620.1;0.8699725850669247;0.015836155458796967;Cazadores de Ofertas
1216;486;1;57.06;0.0;0.0;Esporádicos / Desertores
1217;56;26;2799.47;0.178290890775754;0.03138093996363597;Frecuentes Regulares
1218;708;3;60.33;1.0;0.0;Cazadores de Ofertas
1219;274;55;4833.59;0.528954669303768;0.05619218841482211;Leales VIP / Crónicos
1220;46;5;382.18;0.1434664294311581;0.35441415040033486;Esporádicos Recientes
1221;117;8;735.23;1.0;0.0038083320865579477;Cazadores de Ofertas
1222;41;19;1618.12;0.48264034805824046;0.046337725261414484;Frecuentes Regulares
1223;302;3;506.04999999999995;1.0;0.0;Cazadores de Ofertas
1224;371;3;62.73;0.30416068866571017;0.37924438067910093;En Riesgo (Solo Medicamentos)
1225;8;7;831.6099999999999;0.0;0.07335169129760345;Esporádicos Recientes
1226;2;86;5619.84;0.2722942290171962;0.10379832877804351;Leales VIP / Crónicos
1227;141;4;116.53999999999999;0.0;0.025484812081688693;Esporádicos Recientes
1228;173;1;318.88;0.0;0.0;Esporádicos Recientes
1230;628;25;1819.2;0.41027924362357077;0.03576846965699208;Esporádicos / Desertores
1231;170;5;249.05;0.5115037141136318;0.09182895001003814;Esporádicos Recientes
1232;49;32;2345.92;0.4697730527895239;0.18772166143773017;Frecuentes Regulares
1233;445;5;651.88;0.0;0.1345646437994723;Esporádicos / Desertores
1234;663;3;410.62;0.0;0.0;Esporádicos / Desertores
1235;133;18;1234.07;0.17118964078212742;0.14303078431531438;Esporádicos Recientes
1236;712;4;414.99;0.0;0.11578592255235065;Esporádicos / Desertores
1237;99;17;1256.72;0.1172417085747024;0.01933604939843402;Esporádicos Recientes
1238;14;29;2977.48;0.1246994102395314;0.026556013810336256;Frecuentes Regulares
1239;16;5;228.6;0.0;0.09798775153105861;Esporádicos Recientes
1240;385;8;363.49;0.3310132328262126;0.08533934908800793;Esporádicos / Desertores
1241;421;5;416.55;0.10678189893170087;0.275237066378586;Esporádicos / Desertores
1242;4;30;3116.75;0.23205582738429453;0.03465468837731612;Frecuentes Regulares
1243;104;24;1714.42;0.39853128171626556;0.017498629274040202;Frecuentes Regulares
1244;150;8;438.98;0.32457059547131983;0.08891065652193722;Esporádicos Recientes
1245;165;1;128.82;0.0;0.0;Esporádicos Recientes
1247;94;6;156.4;0.5741048593350384;0.2824168797953964;Esporádicos Recientes
1248;166;4;929.3199999999999;0.0;0.0;Esporádicos Recientes
1249;87;4;543.54;0.0;0.014111196968024433;Esporádicos Recientes
1250;607;4;91.53;0.2920353982300885;0.0;Esporádicos / Desertores
1251;12;4;414.27;0.0;0.0;Esporádicos Recientes
1252;69;17;1860.91;0.07927841754840373;0.05805224325733109;Frecuentes Regulares
1253;625;4;310.64;0.0;0.04419907288179243;Esporádicos / Desertores
1254;41;9;860.55;0.21372378130265532;0.0701760502004532;Esporádicos Recientes
1255;319;5;277.37;0.025777841871867904;0.0;Esporádicos / Desertores
1256;39;6;187.12;0.8146109448482257;0.3689610944848225;Cazadores de Ofertas
1257;652;4;798.6700000000001;0.0;0.0;Esporádicos / Desertores
1258;4;23;1831.21;0.13960714500248467;0.061287345525636056;Frecuentes Regulares
1259;67;1;34.42;0.0;0.0;Esporádicos Recientes
1260;133;6;416.76;0.054851713216239564;0.01941165178999904;Esporádicos Recientes
1262;688;2;98.43;0.0;0.0;Esporádicos / Desertores
1263;573;64;4243.76;0.40982289290629065;0.09704130299545685;Leales VIP / Crónicos
1264;10;38;2572.49;0.3330275336347275;0.055930246570443425;Frecuentes Regulares
1265;245;6;134.75;0.20037105751391465;0.0;Esporádicos Recientes
1266;248;1;29.44;0.0;0.0;Esporádicos Recientes
1267;154;5;264.82;0.3576013896231402;0.26686050902499814;Esporádicos Recientes
1268;122;3;224.54;1.0;0.32706867373296516;Cazadores de Ofertas
1269;195;4;754.04;0.03860537902498541;0.03860537902498541;Esporádicos Recientes
1270;661;4;679.28;0.24930809091979747;0.0;Esporádicos / Desertores
1271;151;4;350.91999999999996;0.0;0.18955887381739428;Esporádicos Recientes
1272;169;1;33.47;0.0;1.0;En Riesgo (Solo Medicamentos)
1273;33;2;80.72999999999999;1.0;0.16771955902390687;Cazadores de Ofertas
1274;229;5;223.23000000000002;0.6092819065537786;0.18631008377010258;Cazadores de Ofertas
1275;676;7;311.43;0.3009022894390393;0.06097678451016279;Esporádicos / Desertores
1276;49;4;304.93;0.0;0.0;Esporádicos Recientes
1277;338;23;1281.0;0.5484699453551912;0.027509758001561278;Cazadores de Ofertas
1278;508;2;98.6;0.0;0.0;Esporádicos / Desertores
1279;416;4;144.85999999999999;0.0;0.26957061990887754;Esporádicos / Desertores
1280;29;20;1238.55;0.6353800815469703;0.06076460377053813;Frecuentes Regulares
1281;415;4;119.05;0.0;0.5931961360772785;En Riesgo (Solo Medicamentos)
1282;5;81;6231.89;0.3116101214880237;0.0943453751590609;Leales VIP / Crónicos
1283;449;102;6121.55;0.42051441219952457;0.08462072514314185;Leales VIP / Crónicos
1284;686;1;290.04;0.0;0.0;Esporádicos / Desertores
1285;54;25;1270.05;0.37978032360930675;0.011314515176567851;Frecuentes Regulares
1286;167;4;480.02;0.0;0.04924794800216658;Esporádicos Recientes
1287;33;3;131.54;0.702904059601642;0.0;Cazadores de Ofertas
1288;137;4;309.43;0.4829848430986007;0.548427754257829;En Riesgo (Solo Medicamentos)
1289;232;22;2299.49;0.7036473304950228;0.050793871684590944;Frecuentes Regulares
1290;10;26;1343.45;0.18317763965908668;0.10868286873348468;Frecuentes Regulares
1291;455;1;174.23999999999998;1.0;0.0;Cazadores de Ofertas
1292;15;4;578.5600000000002;0.0;0.0;Esporádicos Recientes
1293;54;5;409.79;0.0;0.042607189048049;Esporádicos Recientes
1294;78;5;175.43;0.2016188793250869;0.355070398449524;Esporádicos Recientes
1295;633;85;4936.36;0.29296688248020814;0.12129990519330033;Leales VIP / Crónicos
1296;522;5;902.35;0.525915664653405;0.0;Esporádicos / Desertores
1297;310;4;298.99;0.0;0.39660189303990095;En Riesgo (Solo Medicamentos)
1298;67;3;995.02;0.0;0.0;Esporádicos Recientes
1299;170;1;63.68;0.0;0.0;Esporádicos Recientes
1300;21;8;610.36;0.6531718985516745;0.04249950848679467;Cazadores de Ofertas
1301;34;5;48.94;0.20065386187167958;0.10727421332243564;Esporádicos Recientes
1302;617;2;182.98999999999998;0.2061861303896388;0.0;Esporádicos / Desertores
1303;11;14;1338.55;0.2565238504351724;0.06152179597325464;Esporádicos Recientes
1304;1;35;2289.17;0.40928808258014915;0.13930376512010903;Frecuentes Regulares
1305;7;40;2135.3;0.6244649463775581;0.02107900529199644;Frecuentes Regulares
1306;7;5;725.37;0.22814563602023796;0.06451879730344513;Esporádicos Recientes
1307;115;5;580.01;0.7223151324977154;0.09401562042033758;Cazadores de Ofertas
1308;186;1;23.74;0.0;1.0;En Riesgo (Solo Medicamentos)
1309;169;5;617.58;0.08763237151462158;0.0;Esporádicos Recientes
1310;105;3;107.61;1.0;0.7415667688876498;En Riesgo (Solo Medicamentos)
1311;364;16;1147.54;0.26762465796399254;0.028382452899245344;Esporádicos / Desertores
1312;170;6;375.06;0.4932277502266304;0.0;Esporádicos Recientes
1313;696;1;88.84;0.0;1.0;En Riesgo (Solo Medicamentos)
1314;211;7;226.61;0.7356692114205021;0.31247517761793386;Cazadores de Ofertas
1315;128;13;1413.6200000000001;0.09154511113311922;0.09325702805563023;Esporádicos Recientes
1316;472;6;242.85000000000002;0.04788964381305332;0.2973028618488779;Esporádicos / Desertores
1317;253;17;1215.23;0.4772100754589666;0.008113690412514503;Frecuentes Regulares
1318;387;6;346.33000000000004;0.574278866976583;0.22290878641757858;Cazadores de Ofertas
1319;52;29;2133.66;0.20704329649522418;0.015836637514880535;Frecuentes Regulares
1320;674;2;251.86999999999998;0.0;0.042601341962123326;Esporádicos / Desertores
1321;583;2;95.39;0.4763602054722717;0.0;Esporádicos / Desertores
1322;31;26;1781.95;0.39585846965403065;0.011251718622856982;Frecuentes Regulares
1323;8;96;7669.62;0.36647187213968885;0.07499067750423098;Leales VIP / Crónicos
1324;271;2;110.76;0.0;0.11646803900325027;Esporádicos Recientes
1325;529;1;24.48;1.0;0.0;Cazadores de Ofertas
1326;26;1;42.51;0.0;1.0;En Riesgo (Solo Medicamentos)
1327;195;4;218.48;0.0;0.0;Esporádicos Recientes
1328;585;2;491.71;1.0;0.030810843790038844;Cazadores de Ofertas
1329;701;8;704.0500000000001;0.4015623890348697;0.0;Esporádicos / Desertores
1330;267;2;11.18;0.0;0.2889087656529517;Esporádicos Recientes
1331;122;32;2026.78;0.46989806491084385;0.12741392751063263;Frecuentes Regulares
1332;99;15;594.26;0.4315787702352506;0.18278194729579647;Esporádicos Recientes
1333;26;31;3188.1800000000003;0.37597626231894055;0.03758570720599213;Frecuentes Regulares
1334;164;5;678.0800000000002;0.3093440302029259;0.049787635677206225;Esporádicos Recientes
1335;682;97;7573.39;0.30326973785847555;0.08513756719249899;Leales VIP / Crónicos
1336;10;3;282.33000000000004;0.7683561789395388;0.0;Cazadores de Ofertas
1337;353;9;756.03;1.0;0.010528682724230522;Cazadores de Ofertas
