Antecedente;Consecuente;Soporte Antecedente;Soporte Consecuente;Soporte Regla;Confianza;Lift
Magnesio Quelado;Ranitidina 150Mg;0.07315566809745855;0.019362010931661674;0.00197634561343915;0.027015618404390037;1.3952899055651715
Tensiómetro Digital De Brazo;Azitromicina 500Mg;0.056572893184695675;0.08334620016675416;0.0065775252447271716;0.11626637554585152;1.3949811186740682
Azitromicina 500Mg;Tensiómetro Digital De Brazo;0.08334620016675416;0.056572893184695675;0.0065775252447271716;0.07891811782141533;1.3949811186740682
Omeprazol 20Mg;Magnesio Quelado;0.035821264243584595;0.07315566809745855;0.003643887224778433;0.10172413793103448;1.390516149692144
Magnesio Quelado;Omeprazol 20Mg;0.07315566809745855;0.035821264243584595;0.003643887224778433;0.04981004643309413;1.390516149692144
Termómetro Digital;Azitromicina 500Mg;0.04662940431707995;0.08334620016675416;0.0054040700367476765;0.11589403973509933;1.3905137787112716
Azitromicina 500Mg;Termómetro Digital;0.08334620016675416;0.04662940431707995;0.0054040700367476765;0.06483882919599852;1.3905137787112716
Ácido Acetilsalicílico 100Mg;Tiras Reactivas De Glucosa;0.03461692863539512;0.02374702776147979;0.0011425748077695088;0.03300624442462088;1.3899105503283458
Tiras Reactivas De Glucosa;Ácido Acetilsalicílico 100Mg;0.02374702776147979;0.03461692863539512;0.0011425748077695088;0.04811443433029909;1.3899105503283455
Paracetamol 500Mg;Termómetro Digital;0.01815767532347219;0.04662940431707995;0.0011734552079794955;0.06462585034013606;1.3859462990494211
Termómetro Digital;Paracetamol 500Mg;0.04662940431707995;0.01815767532347219;0.0011734552079794955;0.025165562913907286;1.3859462990494211
Salbutamol Inhalador;Tensiómetro Digital De Brazo;0.0158107649075132;0.056572893184695675;0.0012352160083994688;0.078125;1.380961722161572
Tensiómetro Digital De Brazo;Salbutamol Inhalador;0.056572893184695675;0.0158107649075132;0.0012352160083994688;0.021834061135371178;1.380961722161572
Enjuague Bucal Menta;Pañales Talla G X26;0.02241917055245036;0.037921131457863695;0.0011734552079794955;0.05234159779614326;1.380275212892921
Pañales Talla G X26;Enjuague Bucal Menta;0.037921131457863695;0.02241917055245036;0.0011734552079794955;0.030944625407166124;1.380275212892921
Cepillo Dental Suave;Aceite Corporal Para Bebé;0.027174752184788317;0.047771979124849456;0.0017910632121792298;0.0659090909090909;1.3796600458365162
Aceite Corporal Para Bebé;Cepillo Dental Suave;0.047771979124849456;0.027174752184788317;0.0017910632121792298;0.03749191984486102;1.3796600458365162
Fórmula Infantil Etapa 2;Tampones Regular;0.03798289225828367;0.03776672945681376;0.00197634561343915;0.05203252032520325;1.3777343464358602
Tampones Regular;Fórmula Infantil Etapa 2;0.03776672945681376;0.03798289225828367;0.00197634561343915;0.05233033524121014;1.37773434643586
Clorfenamina 4Mg;Magnesio Quelado;0.03260970262174598;0.07315566809745855;0.0032733224222585926;0.10037878787878789;1.3721259129923122
Magnesio Quelado;Clorfenamina 4Mg;0.07315566809745855;0.03260970262174598;0.0032733224222585926;0.044744617982271;1.3721259129923122
Talco Corporal;Crema Antipañalitis;0.03285674582342587;0.037704968656393785;0.0016984220115492698;0.051691729323308275;1.3709527196369304
Crema Antipañalitis;Talco Corporal;0.037704968656393785;0.03285674582342587;0.0016984220115492698;0.04504504504504505;1.3709527196369304
Pulsioxímetro Digital;Azitromicina 500Mg;0.07717012012475681;0.08334620016675416;0.008800914059846215;0.11404561824729892;1.3683361451286702
Azitromicina 500Mg;Pulsioxímetro Digital;0.08334620016675416;0.07717012012475681;0.008800914059846215;0.10559466469062614;1.3683361451286702
Salbutamol Inhalador;Pulsioxímetro Digital;0.0158107649075132;0.07717012012475681;0.001667541611339283;0.10546875;1.3667044942977191
Pulsioxímetro Digital;Salbutamol Inhalador;0.07717012012475681;0.0158107649075132;0.001667541611339283;0.021608643457382955;1.3667044942977191
Ácido Acetilsalicílico 100Mg;Magnesio Quelado;0.03461692863539512;0.07315566809745855;0.0034586048235185126;0.0999107939339875;1.36572867875235
Magnesio Quelado;Ácido Acetilsalicílico 100Mg;0.07315566809745855;0.03461692863539512;0.0034586048235185126;0.047277332207682564;1.36572867875235
Magnesio Quelado;Azitromicina 500Mg;0.07315566809745855;0.08334620016675416;0.008306827656486429;0.11355002110595187;1.3623898975450313
Azitromicina 500Mg;Magnesio Quelado;0.08334620016675416;0.07315566809745855;0.008306827656486429;0.09966654316413487;1.3623898975450313
Talco Corporal;Fórmula Infantil Etapa 2;0.03285674582342587;0.03798289225828367;0.0016984220115492698;0.051691729323308275;1.3609213582737332
Fórmula Infantil Etapa 2;Talco Corporal;0.03798289225828367;0.03285674582342587;0.0016984220115492698;0.044715447154471545;1.3609213582737332
Ácido Acetilsalicílico 100Mg;Colágeno Hidrolizado;0.03461692863539512;0.034771330636445046;0.0016366612111292963;0.04727921498661909;1.3597183116444815
Colágeno Hidrolizado;Ácido Acetilsalicílico 100Mg;0.034771330636445046;0.03461692863539512;0.0016366612111292963;0.04706927175843695;1.3597183116444813
Desodorante Roll-On;Fórmula Infantil Etapa 2;0.03591390544421456;0.03798289225828367;0.0018528240125992032;0.05159071367153912;1.3582618543296352
Fórmula Infantil Etapa 2;Desodorante Roll-On;0.03798289225828367;0.03591390544421456;0.0018528240125992032;0.048780487804878044;1.3582618543296352
Cepillo Dental Suave;Loción Corporal Hidratante;0.027174752184788317;0.030973041410616683;0.0011425748077695088;0.042045454545454546;1.3574854980513007
Loción Corporal Hidratante;Cepillo Dental Suave;0.030973041410616683;0.027174752184788317;0.0011425748077695088;0.036889332003988036;1.3574854980513005
Tampones Regular;Aceite Corporal Para Bebé;0.03776672945681376;0.047771979124849456;0.0024395516165889508;0.06459525756336876;1.3521578705071562
Aceite Corporal Para Bebé;Tampones Regular;0.047771979124849456;0.03776672945681376;0.0024395516165889508;0.05106658047834518;1.3521578705071562
Glucómetro Digital;Clorfenamina 4Mg;0.030818639409566747;0.03260970262174598;0.0013587376092394157;0.04408817635270541;1.351995657982632
Clorfenamina 4Mg;Glucómetro Digital;0.03260970262174598;0.030818639409566747;0.0013587376092394157;0.041666666666666664;1.351995657982632
Serum Vitamina C;Desodorante Roll-On;0.029923107803477133;0.03591390544421456;0.001451378809869376;0.048503611971104234;1.3505524217199212
Desodorante Roll-On;Serum Vitamina C;0.03591390544421456;0.029923107803477133;0.001451378809869376;0.040412725709372314;1.3505524217199212
Dextrometorfano Jarabe;Termómetro Digital;0.019639934533551555;0.04662940431707995;0.0012352160083994688;0.06289308176100629;1.34878587196468
Termómetro Digital;Dextrometorfano Jarabe;0.04662940431707995;0.019639934533551555;0.0012352160083994688;0.02649006622516556;1.3487858719646797
Cepillo Dental Suave;Pañales Talla G X26;0.027174752184788317;0.037921131457863695;0.0013896180094494024;0.05113636363636363;1.3484925599644653
Pañales Talla G X26;Cepillo Dental Suave;0.037921131457863695;0.027174752184788317;0.0013896180094494024;0.03664495114006514;1.3484925599644653
Loción Corporal Hidratante;Tampones Regular;0.030973041410616683;0.03776672945681376;0.0015749004107093228;0.05084745762711864;1.3463558629100434
Tampones Regular;Loción Corporal Hidratante;0.03776672945681376;0.030973041410616683;0.0015749004107093228;0.04170073589533933;1.3463558629100434
Pulsioxímetro Digital;Ranitidina 150Mg;0.07717012012475681;0.019362010931661674;0.002007226013649137;0.02601040416166467;1.3433730749077943
Ranitidina 150Mg;Pulsioxímetro Digital;0.019362010931661674;0.07717012012475681;0.002007226013649137;0.10366826156299841;1.3433730749077941
Serum Vitamina C;Tampones Regular;0.029923107803477133;0.03776672945681376;0.0015131396102893494;0.05056759545923633;1.3389455795228538
Tampones Regular;Serum Vitamina C;0.03776672945681376;0.029923107803477133;0.0015131396102893494;0.04006541291905152;1.3389455795228538
Acondicionador Reparador;Tampones Regular;0.02016490133712133;0.03776672945681376;0.0010190532069295618;0.05053598774885145;1.3381086600744534
Tampones Regular;Acondicionador Reparador;0.03776672945681376;0.02016490133712133;0.0010190532069295618;0.02698282910874898;1.3381086600744534
Glucómetro Digital;Azitromicina 500Mg;0.030818639409566747;0.08334620016675416;0.003427724423308526;0.11122244488977956;1.3344632948742985
Azitromicina 500Mg;Glucómetro Digital;0.08334620016675416;0.030818639409566747;0.003427724423308526;0.041126343090033345;1.3344632948742985
Cepillo Dental Suave;Fórmula Infantil Etapa 2;0.027174752184788317;0.03798289225828367;0.0013587376092394157;0.049999999999999996;1.316382113821138
Fórmula Infantil Etapa 2;Cepillo Dental Suave;0.03798289225828367;0.027174752184788317;0.0013587376092394157;0.03577235772357723;1.316382113821138
Ranitidina 150Mg;Termómetro Digital;0.019362010931661674;0.04662940431707995;0.0011734552079794955;0.060606060606060615;1.2997391129841462
Termómetro Digital;Ranitidina 150Mg;0.04662940431707995;0.019362010931661674;0.0011734552079794955;0.025165562913907286;1.2997391129841462
Cetirizina 10Mg;Magnesio Quelado;0.016243090510453015;0.07315566809745855;0.001544020010499336;0.09505703422053233;1.2993803035726037
Magnesio Quelado;Cetirizina 10Mg;0.07315566809745855;0.016243090510453015;0.001544020010499336;0.021105951878429716;1.2993803035726037
Omeprazol 20Mg;Tensiómetro Digital De Brazo;0.035821264243584595;0.056572893184695675;0.0025939536176388845;0.07241379310344827;1.280008658334588
Tensiómetro Digital De Brazo;Omeprazol 20Mg;0.056572893184695675;0.035821264243584595;0.0025939536176388845;0.04585152838427947;1.280008658334588
Loción Corporal Hidratante;Desodorante Roll-On;0.030973041410616683;0.03591390544421456;0.0014204984096593892;0.045862412761714856;1.277009898936038
Desodorante Roll-On;Loción Corporal Hidratante;0.03591390544421456;0.030973041410616683;0.0014204984096593892;0.03955288048151333;1.277009898936038
Fórmula Infantil Etapa 1;Jabón En Barra Glicerina;0.018713522527251954;0.049192477534508845;0.0011734552079794955;0.06270627062706272;1.2747125936699133
Jabón En Barra Glicerina;Fórmula Infantil Etapa 1;0.049192477534508845;0.018713522527251954;0.0011734552079794955;0.023854362837413687;1.2747125936699133
Enjuague Bucal Menta;Fórmula Infantil Etapa 2;0.02241917055245036;0.03798289225828367;0.0010808140073495353;0.04820936639118458;1.2692389527201058
Fórmula Infantil Etapa 2;Enjuague Bucal Menta;0.03798289225828367;0.02241917055245036;0.0010808140073495353;0.028455284552845527;1.2692389527201058
Clorfenamina 4Mg;Pulsioxímetro Digital;0.03260970262174598;0.07717012012475681;0.0031806812216286324;0.09753787878787878;1.2639332248050736
Pulsioxímetro Digital;Clorfenamina 4Mg;0.07717012012475681;0.03260970262174598;0.0031806812216286324;0.041216486594637856;1.2639332248050736
Colágeno Hidrolizado;Azitromicina 500Mg;0.034771330636445046;0.08334620016675416;0.0035821264243584595;0.1030195381882771;1.2360436106524555
Azitromicina 500Mg;Colágeno Hidrolizado;0.08334620016675416;0.034771330636445046;0.0035821264243584595;0.04297888106706187;1.2360436106524553
Omega 3 1000Mg;Ácido Acetilsalicílico 100Mg;0.026155698977858754;0.03461692863539512;0.001111694407559522;0.04250295159386069;1.2278082796288943
Ácido Acetilsalicílico 100Mg;Omega 3 1000Mg;0.03461692863539512;0.026155698977858754;0.001111694407559522;0.032114183764495985;1.2278082796288943
Colágeno Hidrolizado;Omeprazol 20Mg;0.034771330636445046;0.035821264243584595;0.0015131396102893494;0.04351687388987567;1.2148335579102103
Omeprazol 20Mg;Colágeno Hidrolizado;0.035821264243584595;0.034771330636445046;0.0015131396102893494;0.04224137931034483;1.2148335579102103
Cetirizina 10Mg;Tensiómetro Digital De Brazo;0.016243090510453015;0.056572893184695675;0.001111694407559522;0.06844106463878327;1.209785478273864
Tensiómetro Digital De Brazo;Cetirizina 10Mg;0.056572893184695675;0.016243090510453015;0.001111694407559522;0.019650655021834062;1.209785478273864
Toallas Higienicas Nocturnas;Aceite Corporal Para Bebé;0.018898804928511873;0.047771979124849456;0.0010808140073495353;0.057189542483660136;1.197135717031911
Aceite Corporal Para Bebé;Toallas Higienicas Nocturnas;0.047771979124849456;0.018898804928511873;0.0010808140073495353;0.022624434389140274;1.197135717031911
Nebulizador Portátil;Azitromicina 500Mg;0.023345582558749963;0.08334620016675416;0.0023160300157490043;0.0992063492063492;1.1902924069467233
Azitromicina 500Mg;Nebulizador Portátil;0.08334620016675416;0.023345582558749963;0.0023160300157490043;0.02778806965542794;1.1902924069467233
Ranitidina 150Mg;Tensiómetro Digital De Brazo;0.019362010931661674;0.056572893184695675;0.0012969768088194422;0.06698564593301436;1.1840590459873384
Tensiómetro Digital De Brazo;Ranitidina 150Mg;0.056572893184695675;0.019362010931661674;0.0012969768088194422;0.022925764192139736;1.1840590459873384
Pañales Talla M X30;Jabón En Barra Glicerina;0.02214124695056048;0.049192477534508845;0.0012660964086094555;0.05718270571827056;1.1624278463746112
Jabón En Barra Glicerina;Pañales Talla M X30;0.049192477534508845;0.02214124695056048;0.0012660964086094555;0.025737602008788447;1.1624278463746112
Cetirizina 10Mg;Pulsioxímetro Digital;0.016243090510453015;0.07717012012475681;0.001451378809869376;0.08935361216730038;1.1578783604696632
Pulsioxímetro Digital;Cetirizina 10Mg;0.07717012012475681;0.016243090510453015;0.001451378809869376;0.018807523009203683;1.1578783604696632
Toallitas Húmedas X80;Jabón En Barra Glicerina;0.027051230583948368;0.049192477534508845;0.0015131396102893494;0.055936073059360734;1.137085909529993
Jabón En Barra Glicerina;Toallitas Húmedas X80;0.049192477534508845;0.027051230583948368;0.0015131396102893494;0.03075957313245449;1.1370859095299928
Jabón En Barra Glicerina;Pasta Dental Triple Acción;0.049192477534508845;0.0223265293518204;0.0012352160083994688;0.025109855618330193;1.1246645290295805
Pasta Dental Triple Acción;Jabón En Barra Glicerina;0.0223265293518204;0.049192477534508845;0.0012352160083994688;0.0553250345781466;1.1246645290295803
Ácido Acetilsalicílico 100Mg;Termómetro Digital;0.03461692863539512;0.04662940431707995;0.0017910632121792298;0.051739518287243526;1.109589947480667
Termómetro Digital;Ácido Acetilsalicílico 100Mg;0.04662940431707995;0.03461692863539512;0.0017910632121792298;0.038410596026490065;1.109589947480667
Losartán 50Mg;Termómetro Digital;0.021832442948460613;0.04662940431707995;0.0010808140073495353;0.04950495049504951;1.0616680873385351
Termómetro Digital;Losartán 50Mg;0.04662940431707995;0.021832442948460613;0.0010808140073495353;0.023178807947019868;1.0616680873385351
Mascarillas Quirúrgicas X50;Alcohol Medicinal 70° 250Ml;0.03474045023623506;0.04212086588642189;0.0014822592100793626;0.04266666666666667;1.0129579667644186
Alcohol Medicinal 70° 250Ml;Mascarillas Quirúrgicas X50;0.04212086588642189;0.03474045023623506;0.0014822592100793626;0.03519061583577713;1.0129579667644186
Alcohol Medicinal 70° 250Ml;Alcohol En Gel 500Ml;0.04212086588642189;0.048111663527159315;0.0020381064138591237;0.04838709677419355;1.005724874736014
Alcohol En Gel 500Ml;Alcohol Medicinal 70° 250Ml;0.048111663527159315;0.04212086588642189;0.0020381064138591237;0.04236200256739409;1.005724874736014
